symbol,longName,sector,industry,marketCap,currentPrice,trailingPE,forwardPE,priceToBook,returnOnEquity,debtToEquity,profitMargins,dividendYield,beta,trailingEps,totalRevenue,bookValue,fiftyTwoWeekHigh,fiftyTwoWeekLow
ELGIEQUIP,Elgi Equipments Limited,Industrials,Specialty Industrial Machinery,202842128384,643.45,45.345314,35.161205,9.088277,,23.885,0.10803001,0.42,0.104,14.19,41462001664,70.8,645.4,408.25
EMAMILTD,Emami Limited,Consumer Defensive,Household & Personal Products,160195493888,367.0,21.37449,18.342443,5.478675,,5.541,0.19117,3.26,0.143,17.17,39146340352,66.987,614.0,361.15
EMCURE,Emcure Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,365341802496,1925.9,36.0723,24.815655,7.3754234,,30.567,0.104449995,0.19,-0.068,53.39,96834502656,261.124,2048.0,1260.0
EMMVEE,Emmvee Photovoltaic Power Limited,Technology,Solar,225254457344,325.35,17.67246,11.293488,6.0934954,,9.745,0.22844,,,18.41,55775698944,53.393,371.55,171.51
ENDURANCE,Endurance Technologies Limited,Consumer Cyclical,Auto Parts,389959614464,2772.3,40.17244,26.952219,5.7004857,,19.393,0.0622,0.41,0.724,69.01,155918794752,486.327,3079.9,2142.8
ENGINERSIN,Engineers India Limited,Industrials,Engineering & Construction,157371858944,280.0,20.086084,20.512821,5.015674,,0.534,0.20222001,1.79,0.939,13.94,38776631296,55.825,289.65,163.55
ERIS,Eris Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,182791389184,1319.0,28.111681,22.798155,4.62024,,60.545,0.20045,1.09,-0.048,46.92,32123600896,285.483,1745.0,1200.0
ESCORTS,Escorts Kubota Limited,Industrials,Farm & Heavy Construction Machinery,326594297856,2968.3,23.636726,21.359678,2.6840003,,1.309,0.11291,1.11,0.28,125.58,122477600768,1105.924,3987.8,2700.0
ETERNAL,Eternal Limited,Consumer Cyclical,Internet Retail,2971040743424,322.75,717.2222,85.80901,9.540631,,14.826,0.00642,,0.234,0.45,674080030720,33.829,368.45,212.6
EXIDEIND,Exide Industries Limited,Consumer Cyclical,Auto Parts,360569995264,424.2,38.739727,22.910362,2.5931315,,11.308,0.04948,0.47,0.542,10.95,188286107648,163.586,496.4,287.0
NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical,Internet Retail,952642371584,332.5,369.44446,113.27556,66.20869,,82.829,0.02405,,0.356,0.9,106494099456,5.022,349.55,227.9
FEDERALBNK,The Federal Bank Limited,Financial Services,Banks - Regional,847123382272,343.0,18.35206,12.70841,2.1114838,,,0.30721,0.35,0.27,18.69,152438603776,162.445,371.7,189.05
FACT,The Fertilisers and Chemicals Travancore Limited,Basic Materials,Agricultural Inputs,518628212736,801.5,,,37.51287,,295.147,0.07694,0.05,,-1.6,23325638656,21.366,1058.6,652.1
FINCABLES,Finolex Cables Limited,Industrials,Electrical Equipment & Parts,187350695936,1225.0,23.400192,16.850069,3.0793827,,0.314,0.11532,0.74,0.619,52.35,69386403840,397.807,1374.0,700.8
FSL,Firstsource Solutions Limited,Technology,Information Technology Services,182301310976,264.0,27.73109,16.704885,4.15676,,67.135,0.06668,2.08,0.166,9.52,100636188672,63.511,379.7,202.0
FIVESTAR,Five-Star Business Finance Limited,Financial Services,Credit Services,153940525056,521.5,13.94385,10.553596,2.085783,,111.929,0.47797,0.38,0.577,37.4,23094558720,250.026,666.0,338.15
FORCEMOT,Force Motors Limited,Consumer Cyclical,Auto Manufacturers,230584582144,17500.0,18.416206,,5.5953145,,,0.13607,0.29,0.647,950.25,91998101504,3127.617,26450.0,14911.0
FORTIS,Fortis Healthcare Limited,Healthcare,Medical Care Facilities,683237113856,905.0,65.34296,39.780025,6.904496,,34.15,0.11023,0.11,0.652,13.85,95061516288,131.074,1104.3,766.8
GAIL,GAIL (India) Limited,Utilities,Utilities - Regulated Gas,1140118781952,173.4,11.536926,9.479574,1.2792422,,27.809,0.06698,3.17,0.507,15.03,1474846523392,135.549,186.87,134.36
GVT&D,GE Vernova T&D India Limited,Industrials,Specialty Industrial Machinery,1102613053440,4306.3,84.753,54.579227,40.980373,,0.892,0.19442,0.23,0.62,50.81,67123200000,105.082,5650.0,2523.2
GMRAIRPORT,GMR Airports Limited,Industrials,Airports & Air Services,1028972150784,97.45,243.62498,63.29977,-40.979813,,,0.030720001,,0.549,0.4,155661697024,-2.378,115.64,84.11
GABRIEL,Gabriel India Limited,Consumer Cyclical,Auto Parts,240235282432,1355.5,76.45234,33.815044,14.247425,,10.642,0.052360002,0.37,0.711,17.73,48582590464,95.14,1600.0,795.7
GALLANTT,Gallantt Ispat Limited,Basic Materials,Steel,138374627328,573.5,28.546541,,4.1732764,,,0.11146,0.14,0.88,20.09,42862542848,137.422,948.0,496.25
GRSE,Garden Reach Shipbuilders & Engineers Limited,Industrials,Aerospace & Defense,290732965888,2538.0,36.29863,28.570358,11.07011,,1.424,0.10665,0.77,0.676,69.92,75069046784,229.266,3339.0,1963.7
GICRE,General Insurance Corporation of India,Financial Services,Insurance - Reinsurance,630005039104,359.1,7.0954356,6.275294,0.6379044,0.091079995,,0.16819,3.7,0.334,50.61,527719989248,562.937,417.95,341.6
GILLETTE,Gillette India Limited,Consumer Defensive,Household & Personal Products,238588952576,7322.0,44.700855,,25.208897,,0.002,0.21035999,2.46,0.27,163.8,31758299136,290.453,10553.0,7206.0
GLAND,Gland Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,484952473600,2939.7,43.028397,30.487892,4.6759653,,2.738,0.16784,0.68,0.587,68.32,67252989952,628.683,3039.8,1573.6
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,Drug Manufacturers - General,500425424896,2954.0,46.881447,37.309757,22.070305,,1.467,0.27008,1.93,0.079,63.01,39549448192,133.845,3120.7,2088.1
GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,687837937664,2437.2,38.314728,24.95419,6.5432577,,5.646,0.10137,0.31,0.26,63.61,177365532672,372.475,2537.6,1792.6
MEDANTA,Global Health Limited,Healthcare,Medical Care Facilities,397166444544,1478.0,71.8173,43.788647,10.02231,,29.869,0.11875,0.03,0.143,20.58,46834728960,147.471,1544.0,956.0
GODIGIT,Go Digit General Insurance Limited,Financial Services,Insurance - Property & Casualty,241294245888,261.0,49.06015,29.588114,5.1493506,,7.469,0.04828,,0.23,5.32,101988696064,50.686,381.4,244.2
GPIL,Godawari Power & Ispat Limited,Basic Materials,Steel,156410134528,240.41,19.140923,10.684889,2.542407,,7.582,0.13887,0.42,0.721,12.56,58078699520,94.56,320.0,221.21
GODFRYPHLP,Godfrey Phillips India Limited,Consumer Defensive,Tobacco,319918604288,2051.0,23.418589,18.296164,5.1494756,,3.757,0.22389999,2.44,0.32,87.58,61104201728,398.293,3947.0,1832.1
GODREJCP,Godrej Consumer Products Limited,Consumer Defensive,Household & Personal Products,898461728768,878.0,46.95187,32.41856,7.1030426,,34.899,0.12086,2.28,0.341,18.7,158320492544,123.609,1273.9,859.55
GODREJIND,Godrej Industries Limited,Industrials,Conglomerates,395126276096,1173.0,33.60069,,3.5348468,,222.411,0.04761,,0.608,34.91,246912696320,331.839,1443.0,744.2
GODREJPROP,Godrej Properties Limited,Real Estate,Real Estate - Development,597030928384,1982.0,37.31175,17.764532,3.116558,,82.119,0.30754998,0.5,0.467,53.12,52030398464,635.958,2352.0,1434.0
GRANULES,Granules India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,210577833984,849.8,31.497406,21.397839,4.1411643,,29.735,0.1176,0.21,0.134,26.98,56323100672,205.208,910.0,510.55
GRAPHITE,Graphite India Limited,Industrials,Electrical Equipment & Parts,143601074176,735.0,67.24611,14.458067,2.4509315,,6.295,0.07044,0.95,0.972,10.93,30287200256,299.886,802.4,513.75
GRASIM,Grasim Industries Limited,Basic Materials,Building Materials,2253155467264,3322.0,39.684628,21.996077,2.1775954,,135.044,0.03093,0.3,0.365,83.71,1840288628736,1525.536,3411.1,2502.5
GRAVITA,Gravita India Limited,Industrials,Metal Fabrication,121557524480,1668.9,30.9974,21.845436,4.9560637,,29.934,0.083380006,0.64,0.475,53.84,47003901952,336.739,1913.6,1266.9
GESHIP,The Great Eastern Shipping Company Limited,Industrials,Marine Shipping,194837561344,1366.0,5.21593,7.135022,1.1497126,,6.409,0.60307,4.21,0.416,261.89,62129799168,1188.123,1798.0,948.4
FLUOROCHEM,Gujarat Fluorochemicals Limited,Basic Materials,Specialty Chemicals,501465251840,4565.0,81.5033,41.532444,6.55229,,28.94,0.11635,0.07,0.003,56.01,53029998592,696.703,4958.9,2916.6
GMDCLTD,Gujarat Mineral Development Corporation Limited,Energy,Thermal Coal,179033997312,563.0,18.729208,16.413994,2.5327616,,4.475,0.33823,1.69,0.34,30.06,28274200576,222.287,771.9,466.4
HEG,HEG Advanced Materials Limited,Industrials,Electrical Equipment & Parts,140005195776,725.5,38.755344,23.735003,2.9425724,,16.73,0.13612,0.47,0.688,18.72,26365147136,246.553,753.9,470.8
HBLENGINE,HBL Engineering Limited,Industrials,Electrical Equipment & Parts,192650493952,695.0,24.662882,,8.624862,,3.021,0.23381001,0.57,0.066,28.18,33390899200,80.581,1122.0,613.0
HCLTECH,HCL Technologies Limited,Technology,Information Technology Services,3499638652928,1293.4,20.121346,16.14704,4.7257805,0.24067,7.058,0.12966,4.64,0.001,64.28,14769000448,273.69025,1780.1,1030.0
HDBFS,HDB Financial Services Limited,Financial Services,Credit Services,565295972352,682.35,20.399101,14.442002,2.7418368,,484.313,0.29786,0.59,,33.45,92704096256,248.866,801.1,555.3
HDFCAMC,HDFC Asset Management Company Limited,Financial Services,Asset Management,1054144921600,2458.3,35.840504,27.960648,11.411502,,2.364,0.61625,2.2,0.55,68.59,47832199168,215.423,2967.25,2205.6
HDFCBANK,HDFC Bank Limited,Financial Services,Banks - Regional,10976350961664,712.1,15.575239,11.3754,1.8082186,0.13838,,0.26787,1.83,0.404,45.72,2949644288000,393.813,1020.5,698.5
HDFCLIFE,HDFC Life Insurance Company Limited,Financial Services,Insurance - Life,1186807676928,546.4,59.912285,45.647224,6.084497,0.10828,15.885,0.019,0.38,0.499,9.12,1040789667840,89.802,796.9,530.5
HFCL,HFCL Limited,Technology,Communication Equipment,354164244480,231.44,60.270836,44.507694,6.980967,,38.321,0.09554,0.04,0.962,3.84,59932299264,33.153,256.7,59.82
HAVELLS,Havells India Limited,Industrials,Electrical Equipment & Parts,724206157824,1154.0,44.43589,35.37217,7.6554136,,2.801,0.06923,1.0,0.296,25.97,235906105344,150.743,1621.1,1123.6
HEROMOTOCO,Hero MotoCorp Limited,Consumer Cyclical,Auto Manufacturers,1060748328960,5300.0,19.493176,16.276548,4.907067,,3.57,0.10724,3.49,0.468,271.89,508098412544,1080.075,6388.5,4671.5
HEXT,Hexaware Technologies Limited,Technology,Information Technology Services,323799547904,531.0,24.380165,19.022297,4.824422,0.21473,10.18,0.09318,2.7,,21.78,144200007680,110.065,807.75,400.2
HSCL,Himadri Speciality Chemical Limited,Basic Materials,Specialty Chemicals,338367414272,670.6,42.1761,32.5534,7.1886454,,16.169,0.16066,0.12,0.234,15.9,49742888960,93.286,819.5,418.5
HINDALCO,Hindalco Industries Limited,Basic Materials,Aluminum,2244255416320,1011.0,13.717775,9.096411,1.6431437,,72.598,0.05549,0.49,0.925,73.7,2955370037248,615.284,1176.0,731.95
HAL,Hindustan Aeronautics Limited,Industrials,Aerospace & Defense,3247571206144,4856.0,34.842506,28.234995,7.91297,,0.16,0.27591,0.41,0.499,139.37,337849810944,613.676,5149.9,3479.1
HINDCOPPER,Hindustan Copper Limited,Basic Materials,Copper,504496422912,521.7,44.43782,25.202898,15.108603,,3.319,0.32494,0.83,1.512,11.74,34980499456,34.53,760.05,241.52
HINDPETRO,Hindustan Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,758568714240,356.5,45.47194,6.2988634,1.1573136,,85.369,0.00356,6.8,0.896,7.84,4693432467456,308.041,508.45,316.2
HINDUNILVR,Hindustan Unilever Limited,Consumer Defensive,Household & Personal Products,4636683534336,1973.4,43.86308,37.071262,9.513295,,3.016,0.22644,2.23,0.321,44.99,660519976960,207.436,2667.2,1950.4
HINDZINC,Hindustan Zinc Limited,Basic Materials,Other Industrial Metals & Mining,2539416715264,601.0,14.879921,13.559077,11.221899,,39.034,0.38068,3.49,0.673,40.39,448330006528,53.556,733.0,430.75
POWERINDIA,Hitachi Energy India Limited,Industrials,Electrical Equipment & Parts,1410715353088,31650.0,121.95122,63.83981,27.255136,,1.663,0.12555,0.03,0.568,259.53,91624996864,1161.249,38785.0,16111.0
HOMEFIRST,Home First Finance Company India Limited,Financial Services,Mortgage Finance,126516953088,1210.0,21.880651,15.373459,2.8976414,,243.944,0.51428,0.43,0.57,55.3,11303950336,417.581,1317.7,893.7
HONASA,Honasa Consumer Limited,Consumer Defensive,Household & Personal Products,153231392768,470.0,61.59895,44.354477,10.814044,,9.586,0.09749,0.64,0.617,7.63,25526339584,43.462,509.8,248.4
HONAUT,Honeywell Automation India Limited,Industrials,Electrical Equipment & Parts,314965983232,35600.0,57.05494,42.886402,7.0530887,,2.476,0.117180005,0.31,0.499,623.96,47032000512,5047.434,41495.0,26220.0
HUDCO,Housing and Urban Development Corporation Limited,Financial Services,Credit Services,361342959616,180.5,8.494118,7.5208335,1.6438231,,645.775,0.90679,3.31,0.818,21.25,46926299136,109.805,246.85,159.0
HYUNDAI,Hyundai Motor India Limited,Consumer Cyclical,Auto Manufacturers,1791653183488,2205.0,36.230694,24.124725,8.953369,,5.484,0.07004,0.95,,60.86,706850914304,246.276,2890.0,1658.0
ICICIBANK,ICICI Bank Limited,Financial Services,Banks - Regional,10214680035328,1423.2,18.41615,15.140425,2.6833742,0.16073999,,0.27531,0.84,0.26,77.28,2037316714496,530.377,1480.0,1187.6
ICICIGI,ICICI Lombard General Insurance Company Limited,Financial Services,Insurance - Diversified,754393874432,1510.0,31.25,21.731878,4.422174,0.1463,,0.08764,0.93,0.445,48.32,277058486272,341.461,2064.9,1507.4
ICICIAMC,ICICI Prudential Asset Management Company Limited,Financial Services,Asset Management,1465476579328,2965.0,42.110493,31.72943,35.133663,,4.066,0.55504,0.83,,70.41,62684200960,84.392,3611.0,2530.0
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,Financial Services,Insurance - Life,716975046656,494.55,42.56024,34.838455,5.2580934,0.12571,18.052,0.02555,0.33,0.47,11.62,662179217408,94.055,706.8,459.5
IDBI,IDBI Bank Limited,Financial Services,Banks - Regional,974382759936,90.62,10.452134,18.493877,1.3793,0.13874,,0.48589,2.43,0.838,8.67,191770230784,65.7,118.38,61.01
IDFCFIRSTB,IDFC First Bank Limited,Financial Services,Banks - Regional,747588419584,86.71,33.478764,12.837633,1.5733986,,,0.32775003,0.29,,2.59,30275438592,55.11,88.76,58.08
IFCI,IFCI Limited,Financial Services,Credit Services,275278069760,102.17,154.80302,29.025568,3.0201898,,,0.0,,1.38,0.66,-5927199744,33.829,107.5,46.23
IIFL,IIFL Finance Limited,Financial Services,Credit Services,277288812544,652.0,13.279023,8.636935,1.9920259,,447.421,0.24174,0.61,0.298,49.1,86974201856,327.305,705.0,409.1
IRB,IRB Infrastructure Developers Limited,Industrials,Infrastructure Operations,237453475840,19.66,25.20513,13.88781,1.1121168,,95.6,0.15478,1.02,-0.087,0.78,61644738560,17.678,23.95,18.76
IRCON,Ircon International Limited,Industrials,Engineering & Construction,112062447616,119.15,18.135464,15.474027,1.6856953,,85.833,0.05667,1.59,0.625,6.57,92405997568,70.683,189.5,114.5
ITCHOTELS,ITC Hotels Limited,Consumer Cyclical,Resorts & Casinos,336030498816,161.32,38.966187,27.686913,2.8824131,,0.634,0.20283002,0.62,,4.14,42598801408,55.967,251.23,137.3
ITC,ITC Limited,Consumer Defensive,Tobacco,3309115539456,264.1,16.66246,15.689196,4.563756,,3.293,0.25937998,6.06,-0.093,15.85,764879831040,57.869,426.4,255.5
ITI,ITI Limited,Technology,Communication Equipment,262762299392,272.9,80.73964,,13.779348,,40.144,0.15359001,,0.064,3.38,21107400704,19.805,372.85,237.0
INDGN,Indegene Limited,Healthcare,Health Information Services,144436609024,599.8,36.13253,22.06859,4.6035767,,5.043,0.10515001,0.37,0.745,16.6,38128001024,130.29,615.5,414.0
INDIACEM,The India Cements Limited,Basic Materials,Building Materials,168622604288,362.75,122.13805,21.592262,1.1103526,,12.888,0.020650001,,0.22,2.97,44793724928,326.698,485.8,342.35
INDIAMART,IndiaMART InterMESH Limited,Consumer Cyclical,Internet Retail,1038844887040,1727.3,21.108397,16.602911,4.679622,0.23146,0.974,0.30618998,1.74,0.254,81.83,16113319936,369.111,2630.0,1722.3
INDIANB,Indian Bank,Financial Services,Banks - Regional,1184924172288,879.7,9.267805,8.017577,1.4122357,0.16171,,0.36413,2.07,0.285,94.92,351093489664,622.913,1000.9,664.45
IEX,Indian Energy Exchange Limited,Financial Services,Capital Markets,105746702336,118.91,20.861404,18.69654,7.7989116,,0.818,0.66222,3.36,0.341,5.7,7655816192,15.247,160.27,114.6
INDHOTEL,The Indian Hotels Company Limited,Consumer Cyclical,Lodging,1041556111360,720.0,47.84053,38.506012,7.8520327,,18.987,0.20868999,0.45,-0.162,15.05,102826500096,91.696,792.55,565.0
IOC,Indian Oil Corporation Limited,Energy,Oil & Gas Refining & Marketing,1943082500096,137.6,5.6301146,7.338761,0.86311805,,58.446,0.0392,6.0,0.77,24.44,8584820686848,159.422,188.96,130.22
IOB,Indian Overseas Bank,Financial Services,Banks - Regional,645095751680,33.5,11.241611,37.22222,1.6587443,0.16525999,,0.36560002,,0.243,2.98,162917253120,20.196,41.8,31.2
IRCTC,Indian Railway Catering & Tourism Corporation Limited,Consumer Cyclical,Travel Services,381600006144,477.0,27.382318,21.294643,8.856788,,1.874,0.25677,2.0,0.167,17.42,54247112704,53.857,739.0,470.7
IRFC,Indian Railway Finance Corporation Limited,Financial Services,Credit Services,1089913421824,83.4,15.191257,11.424658,1.9188735,,773.347,0.97271,3.48,0.313,5.49,73924100096,43.463,137.17,81.3
IREDA,Indian Renewable Energy Development Agency Limited,Financial Services,Credit Services,319241060352,113.64,16.165007,11.537055,2.3157809,,565.671,0.45951,1.32,,7.03,6974939136,49.072,163.35,108.65
IGL,Indraprastha Gas Limited,Utilities,Utilities - Regulated Gas,221634232320,158.31,17.339539,11.555128,1.9249991,,0.848,0.080819994,1.9,0.522,9.13,168403206144,82.239,223.5,141.74
INDUSTOWER,Indus Towers Limited,Communication Services,Telecom Services,993697857536,376.8,13.888684,12.331279,2.4012082,0.18912001,51.79,0.21776,3.72,0.046,27.13,328665989120,156.921,481.5,334.9
INDUSINDBK,IndusInd Bank Limited,Financial Services,Banks - Regional,785763270656,1008.5,59.533646,12.759191,1.1946335,,,0.076469995,0.15,0.491,16.94,172924993536,844.192,1077.85,710.6
NAUKRI,Info Edge (India) Limited,Communication Services,Internet Content & Information,854884089856,1319.8,53.4765,57.07108,2.2548506,,0.64,0.47402,1.09,0.298,24.68,33746180096,585.316,1433.6,908.3
INFY,Infosys Limited,Technology,Information Technology Services,4576838156288,1130.0,14.771242,14.125724,4.983419,0.32,9.541,0.16370001,4.42,0.108,76.5,20298999808,226.75195,1728.0,982.4
INOXWIND,Inox Wind Limited,Industrials,Specialty Industrial Machinery,128580894720,74.4,36.292683,15.5,1.7438589,,20.631,0.078260005,,0.447,2.05,43849699328,42.664,159.3,68.0
INTELLECT,Intellect Design Arena Limited,Technology,Software - Application,96565321728,688.0,27.674978,16.226414,3.0109277,,4.961,0.11095,0.58,0.632,24.86,31816609792,228.501,1244.6,595.2
INDIGO,InterGlobe Aviation Limited,Industrials,Airlines,1924439605248,4977.0,,21.397085,27.602158,,866.462,0.03793,0.24,0.606,-124.43,846754021376,180.312,5970.0,3895.2
IGIL,International Gemological Institute Limited,Basic Materials,Other Precious Metals & Mining,139609178112,323.05,27.284628,18.241228,9.38226,,9.594,0.44739,1.58,,11.84,13627410432,34.432,392.0,287.0
IKS,Inventurus Knowledge Solutions Limited,Healthcare,Health Information Services,293894291456,1751.9,39.192394,25.697102,10.467792,,26.873,0.22817,,,44.7,33473220608,167.361,1933.0,1262.0
IPCALAB,Ipca Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,498528813056,1965.0,38.01509,27.948359,6.1822977,,8.492,0.12935,0.31,0.055,51.69,101263998976,317.843,2001.5,1251.6
JKCEMENT,J.K. Cement Limited,Basic Materials,Building Materials,395613437952,5120.0,41.792507,26.287867,5.6217036,,87.522,0.06559,0.39,0.399,122.51,144160505856,910.756,7000.0,4671.5
JBMA,JBM Auto Limited,Consumer Cyclical,Auto Parts,148092715008,626.2,66.26455,31.59435,12.970712,,190.282,0.03571,0.14,0.126,9.45,62769401856,48.278,790.0,477.0
JKTYRE,JK Tyre & Industries Limited,Consumer Cyclical,Auto Parts,106220273664,368.45,15.998697,10.760806,1.7525711,,80.551,0.04003,1.09,0.488,23.03,164039507968,210.234,611.9,346.75
JMFINANCIL,JM Financial Limited,Financial Services,Capital Markets,126318714880,132.0,12.154696,8.8,1.1845365,,102.435,0.30868,1.33,0.407,10.86,33693999104,111.436,195.6,112.0
JSWCEMENT,JSW Cement Limited,Basic Materials,Building Materials,167577812992,124.1,22.042627,21.842861,2.541054,,68.39,0.10869,0.4,,5.63,69968502784,48.838,153.45,106.65
JSWDULUX,JSW Dulux Limited,,,144453877760,3172.0,7.3579216,31.99193,5.892231,,,,,,,,538.336,3745.0,2658.7
JSWENERGY,JSW Energy Limited,Utilities,Utilities - Independent Power Producers,989206544384,539.85,42.37441,31.82689,3.0830247,,229.16,0.10373,0.37,0.122,12.74,189648896000,175.104,617.35,427.75
JSWINFRA,JSW Infrastructure Limited,Industrials,Marine Shipping,770948923392,333.0,46.96756,29.718426,6.383468,,59.002,0.26578,0.27,0.563,7.09,55882498048,52.166,355.8,233.42
JSWSTEEL,JSW Steel Limited,Basic Materials,Steel,3234295971840,1325.0,13.072218,18.186049,3.2323854,,95.374,0.13065,0.54,0.627,101.36,1896870051840,409.914,1351.0,1073.2
JAINREC,Jain Resource Recycling Limited,Basic Materials,Other Industrial Metals & Mining,95657795584,277.2,25.979382,17.37931,6.264407,,81.887,0.03126,,,10.67,107183210496,44.25,593.95,272.55
JPPOWER,Jaiprakash Power Ventures Limited,Utilities,Utilities - Independent Power Producers,112122593280,16.36,23.37143,-9.623529,1.2560462,,26.634,0.111420006,,0.308,0.7,57559998464,13.025,24.5,13.15
J&KBANK,Jammu and Kashmir Bank Limited,Financial Services,Banks - Regional,165507727360,150.3,7.1879487,5.964286,1.0033445,0.14609,,0.34216,1.43,0.46,20.91,67329699840,149.799,201.75,97.35
JINDALSAW,Jindal Saw Limited,Basic Materials,Steel,194474442752,305.0,29.814274,13.090129,1.5456421,,38.19,0.03578,0.66,0.466,10.23,182627958784,197.329,319.5,153.0
JSL,Jindal Stainless Limited,Basic Materials,Steel,609722892288,740.0,18.815153,14.256816,13.546415,,37.523,0.07379,0.54,0.539,39.33,440260591616,54.627,884.0,652.25
JINDALSTEL,Jindal Steel Limited,Basic Materials,Steel,1185373618176,1165.0,43.66567,13.234635,2.3284073,,43.613,0.04818,0.17,0.673,26.68,564125696000,500.342,1306.2,977.1
JIOFIN,Jio Financial Services Limited,Financial Services,Asset Management,1581452361728,239.5,74.61059,53.69955,1.1327305,,16.286,0.55006003,0.25,0.49,3.21,37568200704,211.436,321.6,223.3
JUBLFOOD,Jubilant FoodWorks Limited,Consumer Cyclical,Restaurants,317459529728,482.7,85.43363,53.03679,13.849994,,2.655,0.04415,0.25,0.172,5.65,98299723776,34.852,667.75,408.55
JUBLINGREA,Jubilant Ingrevia Limited,Basic Materials,Specialty Chemicals,107397079040,680.95,34.992294,22.52739,3.4420967,,25.328,0.06637,0.73,0.27,19.46,46504701952,197.83,795.0,537.3
JUBLPHARMA,Jubilant Pharmova Limited,Healthcare,Drug Manufacturers - Specialty & Generic,147300073472,930.0,41.91077,18.397627,2.076755,,50.943,0.040900003,0.54,0.494,22.19,86083002368,447.814,1184.8,786.05
JWL,Jupiter Wagons Limited,Industrials,Railroads,104278376448,244.0,62.244896,25.888594,3.5247383,,33.365,0.05329,0.69,0.328,3.92,31270957056,69.225,358.25,235.65
JYOTICNC,Jyoti CNC Automation Limited,Industrials,Specialty Industrial Machinery,227991666688,1002.5,70.84806,41.425617,11.39904,,42.609,0.14681,,-0.42,14.15,21914300416,87.946,1055.9,580.1
KPRMILL,K.P.R. Mill Limited,Consumer Cyclical,Textile Manufacturing,405546696704,1184.0,44.361183,32.32564,7.1031337,,10.463,0.13378,0.42,0.297,26.69,68196200448,166.687,1334.0,796.1
KEI,KEI Industries Limited,Industrials,Electrical Equipment & Parts,463662874624,4850.0,46.51386,33.05643,6.9566364,,3.796,0.08076,0.09,0.54,104.27,123427913728,697.176,5899.0,3728.7
KPITTECH,KPIT Technologies Limited,Technology,Software - Application,156653158400,575.45,27.029121,18.278751,4.424088,,23.624,0.08839,1.3,-0.007,21.29,65911640064,130.072,1328.0,543.0
KAJARIACER,Kajaria Ceramics Limited,Industrials,Building Products & Equipment,194071674880,1235.0,35.96389,28.714642,6.4156847,,7.302,0.107980005,0.97,0.475,34.34,50557001728,192.497,1293.8,869.6
KPIL,Kalpataru Projects International Limited,Industrials,Engineering & Construction,240447750144,1408.0,21.163385,15.3398285,3.091957,,45.814,0.04151,0.78,0.46,66.53,273798594560,455.375,1479.6,1007.1
KALYANKJIL,Kalyan Jewellers India Limited,Consumer Cyclical,Luxury Goods,618411261952,598.8,43.29718,31.408619,9.790553,,96.966,0.036730003,0.42,-0.225,13.83,390633127936,61.161,648.95,327.05
KARURVYSYA,The Karur Vysya Bank Limited,Financial Services,Banks - Regional,337366876160,349.0,12.288733,10.594079,2.391279,,,0.41307,0.75,-0.13,28.4,66443173888,145.947,358.65,203.6
KAYNES,Kaynes Technology India Limited,Technology,Electronic Components,241866506240,3598.0,69.93197,40.027576,5.18941,,19.168,0.08866999,,-0.16,51.45,38989049856,693.335,7705.0,2995.0
KEC,KEC International Limited,Industrials,Engineering & Construction,108689457152,408.3,19.629808,11.152051,1.7645304,,87.306,0.02355,1.35,0.062,20.8,235062001664,231.393,937.8,399.55
KFINTECH,KFin Technologies Limited,Technology,Software - Application,160580878336,928.9,47.17623,33.393646,9.578659,,3.314,0.24400999,1.29,-0.242,19.69,14002230272,96.976,1215.0,784.95
KIRLOSENG,Kirloskar Oil Engines Limited,Industrials,Specialty Industrial Machinery,318979538944,2192.0,58.56265,38.422436,8.800845,,154.864,0.06868,0.32,0.724,37.43,79523799040,249.067,2720.0,855.8
KOTAKBANK,Kotak Mahindra Bank Limited,Financial Services,Banks - Regional,4222780178432,424.5,20.788443,16.614481,2.3298445,,,0.28467,0.15,0.285,20.42,712962932736,182.201,453.2,345.5
KIMS,Krishna Institute of Medical Sciences Limited,Healthcare,Medical Care Facilities,304905879552,762.0,148.82812,44.636948,13.567168,,166.226,0.048499998,,0.287,5.12,42125000704,56.165,858.0,575.8
LTF,L&T Finance Limited,Financial Services,Credit Services,786994757632,314.0,24.743895,16.076092,2.8014205,,393.442,0.33076,0.88,0.639,12.69,96218898432,112.086,338.6,230.71
LTTS,L&T Technology Services Limited,Technology,Information Technology Services,369383211008,3482.2,28.89313,21.42563,5.702513,,8.911,0.11684,1.66,0.155,120.52,112984997888,610.643,4726.0,3010.0
LGEINDIA,LG Electronics India Limited,Technology,Consumer Electronics,1113186762752,1640.0,60.943886,40.998985,14.521885,,5.99,0.07135,,,26.91,255753240576,112.933,1755.0,1304.1
