symbol,longName,sector,industry,marketCap,currentPrice,trailingPE,forwardPE,priceToBook,returnOnEquity,debtToEquity,profitMargins,dividendYield,beta,trailingEps,totalRevenue,bookValue,fiftyTwoWeekHigh,fiftyTwoWeekLow
SWANCORP,Swan Corp Limited,Industrials,Conglomerates,88300814336,281.7,40.014206,,1.1716607,,24.561,0.053590003,0.05,-0.134,7.04,41717592064,240.428,506.0,279.9
SWIGGY,Swiggy Limited,Consumer Cyclical,Internet Retail,723382501376,276.1,,-49.926495,3.928851,,13.929,-0.1505,,,-14.8,249039994880,70.275,474.0,235.75
SYNGENE,Syngene International Limited,Healthcare,Diagnostics & Research,159049121792,395.15,71.84545,37.073593,3.2818403,,9.473,0.061389998,0.32,0.076,5.5,36002000896,120.405,678.95,375.25
SYRMA,Syrma SGS Technology Limited,Technology,Electronic Components,281232474112,1460.0,75.3354,47.18103,9.757858,,13.045,0.06737,0.1,0.21,19.38,54636969984,149.623,1543.0,634.5
TBOTEK,TBO Tek Limited,Consumer Cyclical,Travel Services,179290308608,1679.0,68.08597,33.527843,11.578832,,48.762,0.08561,,0.628,24.66,30919819264,145.006,1764.8,1004.2
TVSMOTOR,TVS Motor Company Limited,Consumer Cyclical,Auto Manufacturers,1964157566976,4133.1,57.142265,36.045742,58.78145,,306.09,0.05691,0.29,-0.044,72.33,602321911808,70.313,4484.5,3228.0
TATACAP,Tata Capital Limited,Financial Services,Credit Services,1582313897984,375.25,29.247856,17.607038,3.450194,,502.931,0.39678,0.15,,12.83,136186699776,108.762,390.2,296.0
TATACHEM,Tata Chemicals Limited,Basic Materials,Chemicals,159146246144,624.7,,20.091022,0.75047785,,36.081,-0.14319,1.76,0.576,-84.95,151200006144,832.403,1026.65,580.3
TATACOMM,Tata Communications Limited,Communication Services,Telecom Services,499355975680,1751.6,52.774933,22.35872,14.482137,,335.854,0.0372,1.0,0.809,33.19,254256906240,120.949,2110.0,1322.5
TCS,Tata Consultancy Services Limited,Technology,Information Technology Services,8336073293824,2304.0,16.750273,14.17854,7.603609,0.47743,10.211,0.18052,2.82,0.166,137.55,2758590070784,303.014,3350.0,1976.8
TATACONSUM,Tata Consumer Products Limited,Consumer Defensive,Packaged Foods,999586856960,1010.0,60.99034,42.21843,4.587281,,12.159,0.078379996,0.98,0.405,16.56,208604004352,220.174,1282.7,1007.2
TATAELXSI,Tata Elxsi Limited,Technology,Software - Application,221661839360,3558.0,33.89863,24.748867,7.287952,,5.336,0.1674,2.11,0.308,104.96,39107469312,488.203,5950.0,3353.9
TATAINVEST,Tata Investment Corporation Limited,Financial Services,Asset Management,322190835712,636.8,75.00589,,1.1025943,,0.007,1.05248,0.54,0.298,8.49,4094049024,577.547,1184.7,538.85
TMCV,Tata Motors Limited,Consumer Cyclical,Auto Manufacturers,1684835401728,457.5,40.09641,19.532751,13.229808,,44.095,0.04809,0.87,,11.41,871980007424,34.581,509.0,306.3
TMPV,Tata Motors Passenger Vehicles Limited,Consumer Cyclical,Auto Manufacturers,1147220656128,311.5,,6.535738,1.0235398,,70.364,0.22814,0.96,0.778,-9.16,3473389912064,304.336,739.7,294.3
TATAPOWER,The Tata Power Company Limited,Utilities,Utilities - Independent Power Producers,1175884922880,368.0,30.488815,22.035072,2.97872,,168.051,0.060890004,0.68,0.324,12.07,634447790080,123.543,464.9,342.5
TATASTEEL,Tata Steel Limited,Basic Materials,Steel,2355025936384,188.79,21.356333,10.546927,2.3067617,,89.017,0.04602,2.12,0.857,8.84,2397561159680,81.842,224.4,160.06
TATATECH,Tata Technologies Limited,Technology,Information Technology Services,325653561344,802.0,58.28488,34.019375,8.298841,,23.908,0.094,1.04,0.853,13.76,59259101184,96.64,891.0,507.4
TTML,Tata Teleservices (Maharashtra) Limited,Communication Services,Telecom Services,73700777984,37.7,198.42107,,-0.36880878,,,0.03187,,0.434,0.19,11775500288,-102.221,60.62,31.22
TECHM,Tech Mahindra Limited,Technology,Information Technology Services,1414690766848,1596.9,27.62325,18.33267,4.775305,,7.269,0.086780004,3.19,0.158,57.81,591760982016,334.408,1854.0,1304.1
TECHNOE,Techno Electric & Engineering Company Limited,Industrials,Engineering & Construction,113740988416,978.0,26.411018,16.804123,2.7351975,,1.744,0.12845,0.71,0.771,37.03,33560000512,357.561,1554.0,870.0
TEGA,Tega Industries Limited,Industrials,Specialty Industrial Machinery,115704160256,1540.1,414.00537,17.521046,3.4230149,,11.693,0.00691,0.13,0.405,3.72,30592860160,449.925,2125.0,1473.0
TEJASNET,Tejas Networks Limited,Technology,Communication Equipment,108756738048,612.0,,,3.7114527,,142.52,-0.70371,0.42,-0.076,-51.71,13034600448,164.895,644.75,294.0
TENNIND,Tenneco Clean Air India Limited,Consumer Cyclical,Auto Parts,209531191296,519.15,34.818916,24.89928,17.486864,,4.289,0.10609,,,14.91,56631078912,29.688,657.0,438.05
NIACL,The New India Assurance Company Limited,Financial Services,Insurance - Diversified,380688007168,231.0,49.46467,11.944157,0.9877367,,,0.0148599995,0.65,1.111,4.67,517761695744,233.868,234.39,116.97
RAMCOCEM,The Ramco Cements Limited,Basic Materials,Building Materials,208409886720,882.0,32.378857,33.49336,2.5750246,,47.897,0.06988,0.28,0.106,27.24,92277899264,342.521,1214.5,838.3
THERMAX,Thermax Limited,Industrials,Conglomerates,411167653888,3650.0,69.19431,40.821922,7.4102197,,42.166,0.05474,0.38,0.301,52.75,108393496576,492.563,5277.8,2742.7
TIMKEN,Timken India Limited,Industrials,Tools & Accessories,235073585152,3125.2,55.244827,37.33275,8.065448,,0.5,0.118389994,0.08,0.386,56.57,35991699456,387.48,3925.0,2800.5
TITAGARH,Titagarh Rail Systems Limited,Industrials,Railroads,104572198912,872.3,59.910713,25.03013,4.827926,,25.363,0.06072,0.11,0.806,14.56,32715900928,180.678,971.0,568.7
TITAN,Titan Company Limited,Consumer Cyclical,Luxury Goods,4454307856384,5020.0,77.51698,56.450573,28.381144,,195.001,0.062319998,0.3,0.184,64.76,924169994240,176.878,5186.7,3303.1
TORNTPHARM,Torrent Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1847446732800,4857.0,77.513565,52.14115,19.59637,,85.446,0.13874,0.78,0.137,62.66,157227302912,247.852,5250.0,3480.6
TORNTPOWER,Torrent Power Limited,Utilities,Utilities - Independent Power Producers,656082403328,1302.0,28.230703,21.343649,3.439431,,70.885,0.079629995,1.54,0.626,46.12,291840884736,378.551,1824.1,1188.0
TARIL,Transformers and Rectifiers (India) Limited,Industrials,Electrical Equipment & Parts,90650075136,302.0,34.00901,23.532473,5.8549824,,29.595,0.10132,0.08,-0.252,8.88,25518100480,51.58,552.0,224.05
TRAVELFOOD,Travel Food Services Limited,Consumer Cyclical,Restaurants,171223203840,1300.0,36.07103,30.572525,11.870087,,16.722,0.27594,0.79,,36.04,17249660928,109.519,1470.9,1035.3
TRENT,Trent Limited,Consumer Cyclical,Apparel Retail,1521311678464,2853.0,84.03535,55.99768,21.78062,,36.034,0.08637,0.14,0.371,33.95,209454399488,130.988,5555.5,2183.6667
TRIDENT,Trident Limited,Consumer Cyclical,Textile Manufacturing,123313143808,24.2,31.025642,21.04348,2.5860229,,38.323,0.05829,4.14,0.009,0.78,67809898496,9.358,30.94,21.98
TRITURBINE,Triveni Turbine Limited,Industrials,Specialty Industrial Machinery,183745314816,578.0,54.734848,37.35257,12.6890745,,2.476,0.14930001,0.69,0.529,10.56,22524999680,45.551,787.6,428.35
TIINDIA,Tube Investments of India Limited,Industrials,Conglomerates,522258120704,2698.0,86.19808,36.28783,6.7369156,,27.724,0.028169999,0.16,-0.3,31.3,212261502976,400.48,3419.9,2164.9
UCOBANK,UCO Bank,Financial Services,Banks - Regional,310981066752,24.8,11.022222,17.714285,0.91984713,0.08541001,,0.21541001,1.78,0.697,2.25,130761711616,26.961,34.2,22.22
UNOMINDA,Uno Minda Limited,Consumer Cyclical,Auto Parts,721660739584,1249.7,59.880207,39.48469,10.565874,,37.74,0.05801,0.21,0.297,20.87,207253504000,118.277,1382.0,994.0
UPL,UPL Limited,Basic Materials,Agricultural Inputs,492082200576,582.15,23.868391,12.354805,1.4163959,,57.128,0.03825,1.03,0.541,24.39,528040001536,411.008,812.2,557.95
UTIAMC,UTI Asset Management Company Limited,Financial Services,Asset Management,113114341376,880.0,24.553572,15.388667,2.510699,,3.129,0.26583,4.54,0.401,35.84,17346699264,350.5,1418.0,866.0
ULTRACEMCO,UltraTech Cement Limited,Basic Materials,Building Materials,3355887271936,11408.0,39.370514,26.399645,4.379099,,29.432,0.092930004,2.1,0.495,289.76,918842769408,2605.102,13110.0,10325.0
UNIONBANK,Union Bank of India,Financial Services,Banks - Regional,1429163606016,187.22,6.926378,6.990855,1.0243475,0.15798001,,0.40460998,2.65,0.9,27.03,510219583488,182.77,205.49,126.61
UBL,United Breweries Limited,Consumer Defensive,Beverages - Brewers,338174181376,1279.0,85.43754,45.00705,7.4782634,,29.076,0.0419,0.78,-0.042,14.97,94424801280,171.029,1847.9,1276.0
UNITDSPR,United Spirits Limited,Consumer Defensive,Beverages - Wineries & Distilleries,1044988559360,1471.7,61.73238,48.694378,11.671914,,4.611,0.14917,1.16,0.143,23.84,126299996160,126.089,1563.4,1210.8
URBANCO,Urban Company Limited,Technology,Software - Application,268002312192,182.0,,-207.56825,13.093526,,6.335,-0.19415002,,,-2.26,17196699648,13.9,201.18,100.7
USHAMART,Usha Martin Limited,Basic Materials,Steel,155852947456,512.0,29.290619,21.974249,4.72534,,6.922,0.13215,0.73,0.271,17.48,38368698368,108.352,529.3,379.0
VTL,Vardhman Textiles Limited,Consumer Cyclical,Textile Manufacturing,171948621824,594.0,19.979818,13.561644,1.6079608,,17.52,0.08324,0.85,0.206,29.73,101864701952,369.412,688.0,385.5
VBL,Varun Beverages Limited,Consumer Defensive,Beverages - Non-Alcoholic,1378692628480,407.6,40.63809,34.92845,6.332536,0.16853,15.869,0.14035,0.49,0.277,10.03,241264951296,64.366,555.8,381.0
VEDL,Vedanta Limited,Basic Materials,Other Industrial Metals & Mining,1062496567296,272.1,11.949934,8.4628105,2.1398911,,48.044,0.23205,12.5,0.368,22.77,848060022784,127.156,795.0,249.7
VIJAYA,Vijaya Diagnostic Centre Limited,Healthcare,Diagnostics & Research,153466585088,1490.0,81.77827,54.260746,16.011003,,44.15,0.21874,0.13,0.357,18.22,8571307008,93.061,1573.0,848.0
VMM,Vishal Mega Mart Limited,Consumer Cyclical,Department Stores,497245585408,106.14,55.86316,39.118416,6.678412,,26.817,0.0661,,,1.9,134930112512,15.893,154.93,98.77
IDEA,Vodafone Idea Limited,Communication Services,Telecom Services,1627312357376,15.02,4.3037252,-9.862957,-4.5515156,,,0.82278,,0.446,3.49,454630014976,-3.3,15.37,7.16
VOLTAS,Voltas Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",387135143936,1170.0,86.219604,36.21727,6.071551,,15.51,0.02999,0.34,0.12,13.57,149794193408,192.702,1582.5,1151.0
WAAREEENER,Waaree Energies Limited,Technology,Solar,757961261056,2635.0,19.880793,15.925734,5.2469344,,21.402,0.12703,0.15,,132.54,300427313152,502.198,3865.0,2403.0
WELCORP,Welspun Corp Limited,Basic Materials,Steel,678747504640,2573.9,29.395844,23.708649,7.4159336,,25.042,0.13348,0.19,0.532,87.56,172997705728,347.077,2676.0,710.0
WELSPUNLIV,Welspun Living Limited,Consumer Cyclical,Textile Manufacturing,198144540672,209.0,72.06896,22.499998,4.0765376,,46.501,0.02795,0.05,0.136,2.9,99339902976,51.269,209.93,107.1
WHIRLPOOL,Whirlpool of India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",103909687296,818.7,41.453167,23.527756,2.4970186,,8.621,0.03013,0.61,0.361,19.75,83286302720,327.871,1437.0,751.0
WIPRO,Wipro Limited,Technology,Information Technology Services,1745083826176,176.4,14.011119,12.6911955,2.252298,0.16128999,27.398,0.13919,4.54,0.393,12.59,949680013312,78.32,273.1,169.0
WOCKPHARMA,Wockhardt Limited,Healthcare,Drug Manufacturers - Specialty & Generic,340746108928,2097.0,82.98377,,6.88817,,42.284,0.11196,,0.974,25.27,36529999872,304.435,2422.3,1086.7
YESBANK,Yes Bank Limited,Financial Services,Banks - Regional,706236645376,22.5,18.75,12.373788,1.3526511,0.074650005,,0.23185,,0.48,1.2,162813394944,16.634,25.78,17.2
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Consumer Cyclical,Auto Parts,290215428096,2550.1,2.8365016,38.304173,7.8636894,,,0.118599996,0.16,-0.017,899.03,42095640576,324.288,3044.0,2050.3333
ZEEL,Zee Entertainment Enterprises Limited,Communication Services,Broadcasting,87906738176,91.52,43.37441,11.484473,0.73977077,,2.26,0.025139999,2.18,0.416,2.11,81814003712,123.714,121.8,68.0
ZENTEC,Zen Technologies Limited,Industrials,Aerospace & Defense,161805910016,1799.0,89.95,34.34517,9.002156,,0.95,0.26845,0.06,0.071,20.0,6711096832,199.841,2043.7,1223.0
ZENSARTECH,Zensar Technologies Limited,Technology,Information Technology Services,104713314304,461.7,13.684054,12.135487,2.2179096,,1.68,0.13362001,3.25,0.206,33.74,58106998784,208.169,868.95,423.0
ZYDUSLIFE,Zydus Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,1117204250624,1120.0,24.938766,22.770086,4.1568623,,42.304,0.15784,0.09,0.371,44.91,285916987392,269.434,1205.0,835.5
ZYDUSWELL,Zydus Wellness Limited,Consumer Defensive,Packaged Foods,168625176576,530.0,89.830505,33.21397,2.894356,,54.974,0.041479997,0.23,-0.108,5.9,45370998784,183.115,611.85,367.55
ECLERX,eClerx Services Limited,Technology,Information Technology Services,174940045312,1901.0,24.630733,19.35787,6.865666,,15.012,0.16814,0.05,0.404,77.18,43348279296,276.885,2497.5,1320.0
